,index,road,chainage,lrp,lat,lon,gap,type,name,model_type,length,id_jump,condition,road_name,bridge_length,road_id,road_id_sliced,geometry,id,model_type,dist
136,8337,N707,0.0,LRPS,23.179666,89.194583,,Others,,intersection,,,,Unknown,,N707LRPS,N707LRPS,POINT (89.194583 23.179666),1008360,potential intersection,0.00012423594488192018
137,8356,N707,6.35,LRP007,23.1439163,89.2365552,,KmPost,,intersection,1000.0,,,Unknown,,N707LRP007,N707LRP0,POINT (89.2365552 23.1439163),1007782,potential intersection,0.0010804245878335943
138,8357,N708,0.0,LRPS,23.1811382,89.1911108,,Others,,intersection,,,,Unknown,,N708LRPS,N708LRPS,POINT (89.1911108 23.1811382),1007757,potential intersection,0.00010009565425242834
139,8373,N708,4.75,LRPE,23.161,89.2226382,,Others,,intersection,4.999999999999893,,,Unknown,,N708LRPE,N708LRPE,POINT (89.2226382 23.161),1008351,potential intersection,0.000334473975076368
140,8374,N709,0.0,LRPS,22.935583,89.4879719,,Others,,intersection,,,,Unknown,,N709LRPS,N709LRPS,POINT (89.4879719 22.935583),1007859,potential intersection,0.000177866298099033
141,8456,N709,26.567,LRPE,22.7745827,89.6171104,,Others,,intersection,500.0,,,Unknown,,N709LRPE,N709LRPE,POINT (89.6171104 22.7745827),1007896,potential intersection,0.00010023432545274448
142,8457,N710,0.0,LRPS,22.8179993,89.5595833,,Others,,intersection,,,,Unknown,,N710LRPS,N710LRPS,POINT (89.5595833 22.8179993),1007882,potential intersection,0.001764295930388847
143,8462,N710,0.4,LRPE,22.8163889,89.5628056,,Others,,intersection,20.000000000000018,,,Unknown,,N710LRPE,N710LRPE,POINT (89.5628056 22.8163889),1007882,potential intersection,0.005358047175977579
144,8463,N711,0.0,LRPS,23.0399163,88.8886663,,Others,,intersection,,,,Unknown,,N711LRPS,N711LRPS,POINT (88.8886663 23.0399163),1008335,potential intersection,3.9244490060511e-05
145,8476,N711,3.58,LRPE,23.0476941,88.9162222,,Others,,intersection,100.00000000000009,,,Unknown,,N711LRPE,N711LRPE,POINT (88.9162222 23.0476941),1008327,potential intersection,7.863027406486683e-05
146,8477,N712,0.0,LRPS,23.5427774,89.1904997,,Others,,intersection,,,,Unknown,,N712LRPS,N712LRPS,POINT (89.1904997 23.5427774),1007656,potential intersection,0.000343551713717796
147,8496,N712,6.15,LRPE,23.5230549,89.1696104,,Others,,intersection,150.00000000000034,,,Unknown,,N712LRPE,N712LRPE,POINT (89.1696104 23.5230549),1007673,potential intersection,0.0
148,8497,N715,0.0,LRPS,22.6887219,89.0328882,,Others,,intersection,,,,Unknown,,N715LRPS,N715LRPS,POINT (89.0328882 22.6887219),1045048,potential intersection,0.0
149,8524,N715,9.225,LRPE,22.669416,88.9468608,,Others,,intersection,209.9999999999991,,,Unknown,,N715LRPE,N715LRPE,POINT (88.9468608 22.669416),1045048,potential intersection,0.08816706485741231
150,8525,N8,0.0,LRPS,23.7021389,90.4353608,,Others,,intersection,,,,Unknown,,N8LRPS,N8LRPS,POINT (90.4353608 23.7021389),1008528,potential intersection,0.010584882429201692
151,9027,N8,205.127,LRPE,22.3597222,90.3186104,,Others,,intersection,300.00000000001137,,,Unknown,,N8LRPE,N8LRPE,POINT (90.3186104 22.3597222),1008995,potential intersection,0.09659496276209163
152,9028,N801,0.0,LRPS,22.657,90.3617222,,Others,,intersection,,,,Unknown,,N801LRPS,N801LRPS,POINT (90.3617222 22.657),1008932,potential intersection,0.0001944000000015933
153,9046,N801,4.825,LRPE,22.6888052,90.390333,,Others,,intersection,9.000000000000341,,,Unknown,,N801LRPE,N801LRPE,POINT (90.390333 22.6888052),1009617,potential intersection,0.004614180972827721
154,9047,N802,0.0,LRPS,23.7129167,90.4036389,,Others,,intersection,,,,Unknown,,N802LRPS,N802LRPS,POINT (90.4036389 23.7129167),1009051,potential intersection,0.013195141624857812
155,9060,N802,4.552,LRPE,23.6749993,90.4052222,,Others,,intersection,57.99999999999983,,,Unknown,,N802LRPE,N802LRPE,POINT (90.4052222 23.6749993),1008538,potential intersection,6.207326316310474e-05
156,9061,N803,0.0,LRPS,23.6001111,89.8273882,,Others,,intersection,,,,Unknown,,N803LRPS,N803LRPS,POINT (89.8273882 23.6001111),1009067,potential intersection,0.019268007485205744
157,9076,N803,6.13,LRPE,23.6322771,89.8548333,,Others,,intersection,1130.0,,,Unknown,,N803LRPE,N803LRPE,POINT (89.8548333 23.6322771),1009067,potential intersection,0.025731933239458306
158,9077,N804,0.0,LRPS,23.3903608,89.9838886,,Others,,intersection,,,,Unknown,,N804LRPS,N804LRPS,POINT (89.9838886 23.3903608),1008687,potential intersection,0.00044876992991846885
159,9153,N804,32.063,LRPE,23.5883052,89.8086111,,Others,,intersection,985.000000000003,,,Unknown,,N804LRPE,N804LRPE,POINT (89.8086111 23.5883052),1007482,potential intersection,0.00021158719242830783
160,9154,N805,0.0,LRPS,23.3902219,89.9837497,,Others,,intersection,,,,Unknown,,N805LRPS,N805LRPS,POINT (89.9837497 23.3902219),1008687,potential intersection,0.00041292019809784764
161,9461,N805,110.633,LRPE,22.7409163,89.6349441,,Others,,intersection,46.999999999997044,,,Unknown,,N805LRPE,N805LRPE,POINT (89.6349441 22.7409163),1007905,potential intersection,2.779999999802385e-05
162,9462,N806,0.0,LRPS,23.2135833,89.7100556,,Others,,intersection,,,,Unknown,,N806LRPS,N806LRPS,POINT (89.7100556 23.2135833),1009278,potential intersection,0.007792420876714987
163,9592,N806,55.169,LRPE,23.1609722,89.222666,,Others,,intersection,149.99999999999858,,,Unknown,,N806LRPE,N806LRPE,POINT (89.222666 23.1609722),1008351,potential intersection,0.00037372829703370713
164,9593,N808,0.0,LRPS,23.5889163,89.8094167,,Others,,intersection,,,,Unknown,,N808LRPS,N808LRPS,POINT (89.8094167 23.5889163),1009151,potential intersection,6.202854181941473e-05
165,9603,N808,5.3,LRPE,23.5677771,89.8514444,,Others,,intersection,299.99999999999983,,,Unknown,,N808LRPE,N808LRPE,POINT (89.8514444 23.5677771),1009140,potential intersection,5.550000000198452e-05
166,9604,N809,0.0,LRPS,22.685583,90.3568056,,Others,,intersection,,,,Unknown,,N809LRPS,N809LRPS,POINT (90.3568056 22.685583),1008920,potential intersection,6.216268977325299e-05
167,9696,N809,67.815,LRPE,22.946333,90.8137222,,Others,,intersection,108.00000000000409,,,Unknown,,N809LRPE,N809LRPE,POINT (90.8137222 22.946333),1010146,potential intersection,3.931513703368949e-05
168,9697,R110,0.0,LRPS,23.7103056,90.4342497,,Others,,intersection,,,,Unknown,,R110LRPS,R110LRPS,POINT (90.4342497 23.7103056),1008528,potential intersection,0.01842517330664979
169,9737,R110,18.926,LRPE,23.6238327,90.5000556,,Others,,intersection,445.99999999999795,,,Unknown,,R110LRPE,R110LRPE,POINT (90.5000556 23.6238327),1018350,potential intersection,0.025486836857681102
170,9738,R111,0.0,LRPS,23.6936663,90.4808327,,Others,,intersection,,,,Unknown,,R111LRPS,R111LRPS,POINT (90.4808327 23.6936663),1000008,potential intersection,0.00033568522456888455
171,9754,R111,8.105,LRPE,23.6239438,90.4998052,,Others,,intersection,35.00000000000014,,,Unknown,,R111LRPE,R111LRPE,POINT (90.4998052 23.6239438),1018350,potential intersection,0.02521347814880256
172,9755,R112,0.0,LRPS,23.7197216,90.4905274,,Others,,intersection,,,,Unknown,,R112LRPS,R112LRPS,POINT (90.4905274 23.7197216),1009716,potential intersection,0.00016187751542618456
173,9770,R112,8.508,LRPE,23.7639444,90.4308327,,Others,,intersection,437.99999999999886,,,Unknown,,R112LRPE,R112LRPE,POINT (90.4308327 23.7639444),1009700,potential intersection,0.05524392983025311
174,9771,R113,0.0,LRPS,23.6904441,90.5466108,,Others,,intersection,,,,Unknown,,R113LRPS,R113LRPS,POINT (90.5466108 23.6904441),1000028,potential intersection,3.931513703368949e-05
175,9795,R113,12.119,LRPE,23.5923886,90.51025,,Others,,intersection,496.00000000000045,,,Unknown,,R113LRPE,R113LRPE,POINT (90.51025 23.5923886),1018466,potential intersection,0.026780765130407353
176,9796,R114,0.0,LRPS,23.7314716,90.5878608,,Others,,intersection,,,,Unknown,,R114LRPS,R114LRPS,POINT (90.5878608 23.7314716),1001723,potential intersection,8.34000000082824e-05
177,9892,R114,46.436,LRPE,23.9942774,90.8717771,,Others,,intersection,646.9999999999984,,,Unknown,,R114LRPE,R114LRPE,POINT (90.8717771 23.9942774),1002478,potential intersection,0.05625442788616666
178,9893,R120,0.0,LRPS,23.8778327,91.2079167,,Others,,intersection,,,,Unknown,,R120LRPS,R120LRPS,POINT (91.2079167 23.8778327),1023519,potential intersection,0.019676788722758912
179,9904,R120,2.2,LRPE,23.8612222,91.2183882,,Others,,intersection,150.00000000000034,,,Unknown,,R120LRPE,R120LRPE,POINT (91.2183882 23.8612222),1023519,potential intersection,0.00010009565425242834
180,9905,R140,0.0,LRPS,23.4604722,91.1807216,,Others,,intersection,,,,Unknown,,R140LRPS,R140LRPS,POINT (91.1807216 23.4604722),1009908,potential intersection,0.010988281613611406
181,10212,R140,138.63,LRPE,22.9447774,91.1047222,,Others,,intersection,14.999999999986358,,,Unknown,,R140LRPE,R140LRPE,POINT (91.1047222 22.9447774),1001666,potential intersection,2.7700000000407954e-05
182,10213,R141,0.0,LRPS,23.3565,91.1468052,,Others,,intersection,,,,Unknown,,R141LRPS,R141LRPS,POINT (91.1468052 23.3565),1009932,potential intersection,6.207326316787235e-05
183,10303,R141,38.225,LRPE,23.0357219,91.0964719,,Others,,intersection,27.999999999998693,,,Unknown,,R141LRPE,R141LRPE,POINT (91.0964719 23.0357219),1010336,potential intersection,8.781645631595208e-05
184,10304,R142,0.0,LRPS,22.9446941,91.1046944,,Others,,intersection,,,,Unknown,,R142LRPS,R142LRPS,POINT (91.1046944 22.9446941),1001667,potential intersection,4.7683382114082154e-05
185,10393,R142,37.72,LRPE,23.0992774,90.8609444,,Others,,intersection,7.999999999995566,,,Unknown,,R142LRPE,R142LRPE,POINT (90.8609444 23.0992774),1024708,potential intersection,2.769999999685524e-05
186,10394,R143,0.0,LRPS,22.883333,91.0971386,,Others,,intersection,,,,Unknown,,R143LRPS,R143LRPS,POINT (91.0971386 22.883333),1001684,potential intersection,5.5599999999600414e-05
187,10442,R143,20.26,LRPE,22.9413886,90.9805827,,Others,,intersection,94.0000000000012,,,Unknown,,R143LRPE,R143LRPE,POINT (90.9805827 22.9413886),1010187,potential intersection,3.9173715680823814e-05
188,10443,R144,0.0,LRPS,23.25,91.1203604,,Others,,intersection,,,,Unknown,,R144LRPS,R144LRPS,POINT (91.1203604 23.25),1010248,potential intersection,0.012084977697124018
189,10457,R144,3.38,LRPE,23.2248882,91.1239438,,Others,,intersection,137.9999999999999,,,Unknown,,R144LRPE,R144LRPE,POINT (91.1239438 23.2248882),1010256,potential intersection,0.0001145253247079129
190,10458,R145,0.0,LRPS,22.9443052,90.8282216,,Others,,intersection,,,,Unknown,,R145LRPS,R145LRPS,POINT (90.8282216 22.9443052),1010152,potential intersection,0.0005030818621293439
191,10463,R145,1.4,LRPE,22.9326938,90.8332771,,Others,,intersection,399.9999999999999,,,Unknown,,R145LRPE,R145LRPE,POINT (90.8332771 22.9326938),1024152,potential intersection,0.00025154093106035573
192,10464,R147,0.0,LRPS,22.9369997,90.8291382,,Others,,intersection,,,,Unknown,,R147LRPS,R147LRPS,POINT (90.8291382 22.9369997),1010461,potential intersection,0.0
193,10470,R147,2.205,LRPE,22.9325549,90.8106667,,Others,,intersection,140.0000000000001,,,Unknown,,R147LRPE,R147LRPE,POINT (90.8106667 22.9325549),1009690,potential intersection,6.216268977325299e-05
194,10471,R151,0.0,LRPS,22.8940552,91.5346941,,Others,,intersection,,,,Unknown,,R151LRPS,R151LRPS,POINT (91.5346941 22.8940552),1000371,potential intersection,5.550000000198452e-05
195,10622,R151,47.702,LRPE,22.7082222,91.784083,,Others,,intersection,79.9999999999983,,,Unknown,,R151LRPE,R151LRPE,POINT (91.784083 22.7082222),1010780,potential intersection,0.00022220000000316986
196,10623,R152,0.0,LRPS,22.8924997,91.6744993,,Others,,intersection,,,,Unknown,,R152LRPS,R152LRPS,POINT (91.6744993 22.8924997),1010542,potential intersection,6.202854180669957e-05
197,10705,R152,36.211,LRPE,22.9460552,91.86225,,Others,,intersection,269.999999999996,,,Unknown,,R152LRPE,R152LRPE,POINT (91.86225 22.9460552),1010883,potential intersection,0.09662923948438061
198,10706,R160,0.0,LRPS,22.498583,91.8070833,,Others,,intersection,,,,Unknown,,R160LRPS,R160LRPS,POINT (91.8070833 22.498583),1001865,potential intersection,0.00013889999999960878
199,10942,R160,93.294,LRPE,23.1239438,91.9792493,,Others,,intersection,402.000000000001,,,Unknown,,R160LRPE,R160LRPE,POINT (91.9792493 23.1239438),1010931,potential intersection,0.010222959231550883
200,10943,R161,0.0,LRPS,22.6087778,92.0964719,,Others,,intersection,,,,Unknown,,R161LRPS,R161LRPS,POINT (92.0964719 22.6087778),1002003,potential intersection,0.00011110000000158493
201,11130,R161,61.178,LRPE,22.1959719,92.1962497,,Others,,intersection,314.9999999999977,,,Unknown,,R161LRPE,R161LRPE,POINT (92.1962497 22.1959719),1002159,potential intersection,0.019356330784792364
202,11131,R162,0.0,LRPS,22.648833,92.1379719,,Others,,intersection,,,,Unknown,,R162LRPS,R162LRPS,POINT (92.1379719 22.648833),1002027,potential intersection,6.216268977325299e-05
203,11231,R162,61.505,LRPE,23.0946386,91.9725549,,Others,,intersection,210.00000000000085,,,Unknown,,R162LRPE,R162LRPE,POINT (91.9725549 23.0946386),1010914,potential intersection,6.207326317264569e-05
204,11232,R163,0.0,LRPS,22.3943886,91.868416,,Others,,intersection,,,,Unknown,,R163LRPS,R163LRPS,POINT (91.868416 22.3943886),1000586,potential intersection,0.08432780832756209
205,11315,R163,33.436,LRPE,22.4695827,92.1290549,,Others,,intersection,228.9999999999992,,,Unknown,,R163LRPE,R163LRPE,POINT (92.1290549 22.4695827),1010982,potential intersection,0.0020899587986353803
206,11316,R164,0.0,LRPS,22.5027222,92.1391663,,Others,,intersection,,,,Unknown,,R164LRPS,R164LRPS,POINT (92.1391663 22.5027222),1010963,potential intersection,0.00010015113578965023
207,11351,R164,10.178,LRPE,22.4976663,92.2170271,,Others,,intersection,880.0000000000008,,,Unknown,,R164LRPE,R164LRPE,POINT (92.2170271 22.4976663),1010963,potential intersection,0.07811152384289684
208,11352,R170,0.0,LRPS,22.291833,91.9823327,,Others,,intersection,,,,Unknown,,R170LRPS,R170LRPS,POINT (91.9823327 22.291833),1000631,potential intersection,0.0
209,11594,R170,74.635,LRPE,21.7521667,92.0078333,,Others,,intersection,67.00000000000728,,,Unknown,,R170LRPE,R170LRPE,POINT (92.0078333 21.7521667),1011651,potential intersection,3.9244490063027674e-05
210,11595,R171,0.0,LRPS,22.0020278,91.9518333,,Others,,intersection,,,,Unknown,,R171LRPS,R171LRPS,POINT (91.9518333 22.0020278),1011506,potential intersection,8.340000000117698e-05
211,11628,R171,15.872,LRPE,21.9721382,92.0656944,,Others,,intersection,16.99999999999946,,,Unknown,,R171LRPE,R171LRPE,POINT (92.0656944 21.9721382),1000752,potential intersection,6.207326316310474e-05
212,11629,R172,0.0,LRPS,21.7596389,92.0764716,,Others,,intersection,,,,Unknown,,R172LRPS,R172LRPS,POINT (92.0764716 21.7596389),1000825,potential intersection,2.7699999989749813e-05
213,11676,R172,17.27,LRPE,21.7158889,91.9448608,,Others,,intersection,359.99999999999943,,,Unknown,,R172LRPE,R172LRPE,POINT (91.9448608 21.7158889),1011656,potential intersection,0.0502539993138805
214,11677,R180,0.0,LRPS,21.4272493,92.0061389,,Others,,intersection,,,,Unknown,,R180LRPS,R180LRPS,POINT (92.0061389 21.4272493),1002181,potential intersection,6.207326316310474e-05
215,11700,R180,6.105,LRPE,21.4303327,91.9747216,,Others,,intersection,463.00000000000006,,,Unknown,,R180LRPE,R180LRPE,POINT (91.9747216 21.4303327),1011697,potential intersection,0.01331280862665722
216,11701,R201,0.0,LRPS,23.7249993,90.5135278,,Others,,intersection,,,,Unknown,,R201LRPS,R201LRPS,POINT (90.5135278 23.7249993),1002352,potential intersection,0.00012419122353427673
217,11706,R201,2.195,LRPE,23.720416,90.4932497,,Others,,intersection,194.99999999999983,,,Unknown,,R201LRPE,R201LRPE,POINT (90.4932497 23.720416),1009717,potential intersection,0.00026351259932714974
218,11707,R202,0.0,LRPS,23.7849163,90.5650833,,Others,,intersection,,,,Unknown,,R202LRPS,R202LRPS,POINT (90.5650833 23.7849163),1002362,potential intersection,0.0001145010916969012
219,11728,R202,9.845,LRP010a,23.7728049,90.4830549,,Others,,intersection,81.0000000000013,,,Unknown,,R202LRP010a,R202LRP0,POINT (90.4830549 23.7728049),1009717,potential intersection,0.05340628071566147
220,11729,R203,0.0,LRPS,23.7856108,90.5705549,,Others,,intersection,,,,Unknown,,R203LRPS,R203LRPS,POINT (90.5705549 23.7856108),1002367,potential intersection,6.207326316310474e-05
221,11946,R203,76.197,LRPE,23.9033056,91.1265827,,Others,,intersection,245.00000000000455,,,Unknown,,R203LRPE,R203LRPE,POINT (91.1265827 23.9033056),1001532,potential intersection,6.202854181941473e-05
222,11947,R210,0.0,LRPS,23.9098056,90.6879163,,Others,,intersection,,,,Unknown,,R210LRPS,R210LRPS,POINT (90.6879163 23.9098056),1002417,potential intersection,0.00038685740266261245
223,11961,R210,4.99,LRPE,23.9313049,90.7245271,,Others,,intersection,25.000000000000355,,,Unknown,,R210LRPE,R210LRPE,POINT (90.7245271 23.9313049),1002417,potential intersection,0.0426988565404253
224,11962,R211,0.0,LRPS,23.980166,90.7334719,,Others,,intersection,,,,Unknown,,R211LRPS,R211LRPS,POINT (90.7334719 23.980166),1002446,potential intersection,0.00010015113578965023
225,12065,R211,45.114,LRPE,24.2523333,90.7966941,,Others,,intersection,955.9999999999959,,,Unknown,,R211LRPE,R211LRPE,POINT (90.7966941 24.2523333),1014169,potential intersection,2.779999999802385e-05
226,12066,R212,0.0,LRPS,24.0808882,90.7333608,,Others,,intersection,,,,Unknown,,R212LRPS,R212LRPS,POINT (90.7333608 24.0808882),1011995,potential intersection,0.000178100673781485
227,12131,R212,23.409,LRPE,24.1842497,90.8757216,,Others,,intersection,207.9999999999984,,,Unknown,,R212LRPE,R212LRPE,POINT (90.8757216 24.1842497),1014183,potential intersection,3.9244490050480534e-05
228,12132,R220,0.0,LRPS,24.0576389,91.1150556,,Others,,intersection,,,,Unknown,,R220LRPS,R220LRPS,POINT (91.1150556 24.0576389),1002576,potential intersection,0.00010009565425045847
229,12263,R220,51.772,LRPE,24.373166,91.4161389,,Others,,intersection,481.9999999999993,,,Unknown,,R220LRPE,R220LRPE,POINT (91.4161389 24.373166),1012343,potential intersection,0.019372923961552328
230,12264,R221,0.0,LRPS,24.3932497,91.4082778,,Others,,intersection,,,,Unknown,,R221LRPS,R221LRPS,POINT (91.4082778 24.3932497),1012343,potential intersection,0.004352156270172555
231,12299,R221,14.442,LRPE,24.2822493,91.422166,,Others,,intersection,16.000000000000014,,,Unknown,,R221LRPE,R221LRPE,POINT (91.422166 24.2822493),1002738,potential intersection,0.00022390750322307277
232,12300,R222,0.0,LRPS,24.2728327,91.4731382,,Others,,intersection,,,,Unknown,,R222LRPS,R222LRPS,POINT (91.4731382 24.2728327),1012307,potential intersection,0.0010818516950120358
233,12304,R222,0.98,LRPE,24.2757771,91.4812771,,Others,,intersection,263.0,,,Unknown,,R222LRPE,R222LRPE,POINT (91.4812771 24.2757771),1002755,potential intersection,0.009197944449709526
234,12305,R240,0.0,LRPS,24.2676104,91.4768882,,Others,,intersection,,,,Unknown,,R240LRPS,R240LRPS,POINT (91.4768882 24.2676104),1002755,potential intersection,8.340000000117698e-05
235,12436,R240,50.67,LRPE,24.5938052,91.6104722,,Others,,intersection,1250.0,,,Unknown,,R240LRPE,R240LRPE,POINT (91.6104722 24.5938052),1002939,potential intersection,0.009463856520997991
236,12437,R241,0.0,LRPS,24.6134167,91.6312493,,Others,,intersection,,,,Unknown,,R241LRPS,R241LRPS,POINT (91.6312493 24.6134167),1002956,potential intersection,0.0
237,12550,R241,45.015,LRPE,24.9233604,91.4625833,,Others,,intersection,18.000000000000682,,,Unknown,,R241LRPE,R241LRPE,POINT (91.4625833 24.9233604),1012942,potential intersection,0.0
238,12551,R247,0.0,LRPS,24.9064444,91.8803049,,Others,,intersection,,,,Unknown,,R247LRPS,R247LRPS,POINT (91.8803049 24.9064444),1012557,potential intersection,0.0002749938362926169
239,12554,R247,1.188,LRPE,24.8995552,91.8791382,,Others,,intersection,187.99999999999994,,,Unknown,,R247LRPE,R247LRPE,POINT (91.8791382 24.8995552),1003081,potential intersection,0.0058502481220893176
